2026-05-20 17:11:52 | INFO     | CommercialPage | Opened commercial property page for Noida
2026-05-20 17:11:53 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\01_commercial_city_page_Noida_20260520_171152.png
2026-05-20 17:11:55 | INFO     | CommercialPage | Page content loaded for Noida
2026-05-20 17:11:57 | INFO     | CommercialPage | Scrolled down successfully
2026-05-20 17:11:58 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\02_contact_button_visible_Noida_20260520_171157.png
2026-05-20 17:11:58 | INFO     | CommercialPage | Contact button located successfully
2026-05-20 17:12:02 | INFO     | CommercialPage | View Number button clicked successfully
2026-05-20 17:12:08 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\03_view_number_clicked_Noida_20260520_171207.png
2026-05-20 17:12:08 | INFO     | CommercialPage | Login/OTP popup displayed successfully
2026-05-20 17:12:08 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\04_login_popup_displayed_Noida_20260520_171208.png
