2026-05-20 23:33:38 | INFO     | CommercialPage | Opened commercial property page for Noida
2026-05-20 23:33:39 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\01_commercial_city_page_Noida_20260520_233338.png
2026-05-20 23:33:41 | INFO     | CommercialPage | Page content loaded for Noida
2026-05-20 23:33:43 | INFO     | CommercialPage | Scrolled down successfully
2026-05-20 23:33:44 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\02_contact_button_visible_Noida_20260520_233343.png
2026-05-20 23:33:44 | INFO     | CommercialPage | Contact button located successfully
2026-05-20 23:33:48 | INFO     | CommercialPage | View Number button clicked successfully
2026-05-20 23:33:54 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\03_view_number_clicked_Noida_20260520_233353.png
2026-05-20 23:33:54 | INFO     | CommercialPage | Login/OTP popup displayed successfully
2026-05-20 23:33:54 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\04_login_popup_displayed_Noida_20260520_233354.png
