2026-05-21 09:57:22 | INFO     | CommercialPage | Opened commercial property page for Noida
2026-05-21 09:57:23 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\01_commercial_city_page_Noida_20260521_095723.png
2026-05-21 09:57:25 | INFO     | CommercialPage | Page content loaded for Noida
2026-05-21 09:57:27 | INFO     | CommercialPage | Scrolled down successfully
2026-05-21 09:57:28 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\02_contact_button_visible_Noida_20260521_095727.png
2026-05-21 09:57:29 | INFO     | CommercialPage | Contact button located successfully
2026-05-21 09:57:34 | INFO     | CommercialPage | View Number button clicked successfully
2026-05-21 09:57:40 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\03_view_number_clicked_Noida_20260521_095739.png
2026-05-21 09:57:40 | INFO     | CommercialPage | Login/OTP popup displayed successfully
2026-05-21 09:57:41 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\04_login_popup_displayed_Noida_20260521_095740.png
