2026-05-18 22:53:24 | INFO     | pytest | Starting browser: edge
2026-05-18 22:53:26 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-18 22:53:33 | INFO     | e2e | Captured E2E step screenshot: C:\Capstone_99acres\newproject\screenshots\e2e_01_home_page_opened_20260518_225332.png
2026-05-18 22:53:33 | INFO     | e2e | Opening login popup from home page.
2026-05-18 22:53:34 | INFO     | e2e | Captured E2E step screenshot: C:\Capstone_99acres\newproject\screenshots\e2e_02_login_popup_opened_20260518_225334.png
2026-05-18 22:53:34 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-18 22:54:45 | INFO     | e2e | Captured E2E step screenshot: C:\Capstone_99acres\newproject\screenshots\e2e_03_after_manual_otp_pause_20260518_225445.png
2026-05-18 22:54:45 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-18 22:54:49 | INFO     | e2e | Captured E2E step screenshot: C:\Capstone_99acres\newproject\screenshots\e2e_04_mumbai_results_loaded_20260518_225447.png
2026-05-18 22:55:28 | INFO     | e2e | Captured E2E step screenshot: C:\Capstone_99acres\newproject\screenshots\e2e_05_filters_applied_20260518_225527.png
2026-05-18 22:55:29 | INFO     | e2e | Captured E2E step screenshot: C:\Capstone_99acres\newproject\screenshots\e2e_06_e2e_flow_completed_20260518_225529.png
2026-05-18 22:55:30 | INFO     | pytest | Closing browser after complete test session
