2026-05-19 14:37:21 | INFO     | CommercialPage | Selected property type: Shop
2026-05-19 14:37:21 | INFO     | CommercialPage | Searching commercial property: Noida
2026-05-19 14:37:22 | INFO     | CommercialPage | Commercial search triggered
2026-05-19 14:37:22 | INFO     | CommercialPage | Waiting for commercial results to load
2026-05-19 14:37:26 | INFO     | CommercialPage | Commercial results loaded successfully
2026-05-19 14:37:32 | INFO     | CommercialPage | Selected property type: Office Space
2026-05-19 14:37:32 | INFO     | CommercialPage | Searching commercial property: Delhi
2026-05-19 14:37:33 | INFO     | CommercialPage | Commercial search triggered
2026-05-19 14:37:33 | INFO     | CommercialPage | Waiting for commercial results to load
2026-05-19 14:37:35 | INFO     | CommercialPage | Commercial results loaded successfully
