2026-05-19 17:31:15 | INFO     | CommercialPage | Selected property type: Shop
2026-05-19 17:31:15 | INFO     | CommercialPage | Searching commercial property: Noida
2026-05-19 17:31:17 | INFO     | CommercialPage | Commercial search triggered
2026-05-19 17:31:17 | INFO     | CommercialPage | Waiting for commercial results to load
2026-05-19 17:31:20 | INFO     | CommercialPage | Commercial results loaded successfully
2026-05-19 17:31:27 | INFO     | CommercialPage | Selected property type: Office Space
2026-05-19 17:31:27 | INFO     | CommercialPage | Searching commercial property: Delhi
2026-05-19 17:31:28 | INFO     | CommercialPage | Commercial search triggered
2026-05-19 17:31:28 | INFO     | CommercialPage | Waiting for commercial results to load
2026-05-19 17:31:30 | INFO     | CommercialPage | Commercial results loaded successfully
