2026-05-20 15:36:26 | INFO     | pytest | Starting browser: edge
2026-05-20 15:36:27 | INFO     | HomePage | Opening URL: https://www.99acres.com/
2026-05-20 15:36:27 | INFO     | HomePage | Opening URL: https://www.99acres.com/
2026-05-20 15:36:29 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 15:36:29 | INFO     | HomePage | Page opened successfully: https://www.99acres.com/
2026-05-20 15:36:29 | INFO     | HomePage | Checking cookie confirmation popup
2026-05-20 15:36:33 | INFO     | HomePage | Clicked available locator: ('xpath', "//button[normalize-space()='Okay' or normalize-space()='OK']")
2026-05-20 15:36:33 | INFO     | HomePage | Cookie confirmation accepted
2026-05-20 15:36:33 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 15:36:33 | INFO     | HomePage | Opening Commercial tab
2026-05-20 15:36:33 | INFO     | HomePage | Trying Commercial tab locator: ('xpath', "//div[contains(text(),'Commercial')]")
2026-05-20 15:36:34 | INFO     | HomePage | Commercial tab found using locator: ('xpath', "//div[contains(text(),'Commercial')]")
2026-05-20 15:36:34 | INFO     | HomePage | Scrolled to Commercial tab
2026-05-20 15:36:34 | INFO     | HomePage | Commercial tab opened successfully
2026-05-20 15:36:34 | INFO     | CommercialPage | Searching commercial property for location: Noida
2026-05-20 15:36:34 | INFO     | CommercialPage | Commercial search input found
2026-05-20 15:36:34 | INFO     | CommercialPage | Cleared commercial search input
2026-05-20 15:36:34 | INFO     | CommercialPage | Entered location: Noida
2026-05-20 15:36:38 | INFO     | CommercialPage | Pressed Enter to trigger commercial search
2026-05-20 15:36:41 | INFO     | CommercialPage | Commercial search results page loaded
2026-05-20 15:36:41 | INFO     | CommercialPage | Waiting for commercial results to load
2026-05-20 15:36:41 | INFO     | CommercialPage | Checking result locator: ('xpath', "//*[contains(@class,'srpTuple')]")
2026-05-20 15:36:41 | INFO     | CommercialPage | Commercial results loaded using locator: ('xpath', "//*[contains(@class,'srpTuple')]")
2026-05-20 15:36:41 | INFO     | PropertyPage | PropertyPage initialized
2026-05-20 15:36:41 | INFO     | PropertyPage | Trying to open fixed property: Ivory County
2026-05-20 15:36:41 | INFO     | PropertyPage | Waiting for property element to become clickable
2026-05-20 15:36:41 | INFO     | PropertyPage | Property element found
2026-05-20 15:36:41 | INFO     | PropertyPage | Scrolled to property element
2026-05-20 15:36:43 | INFO     | PropertyPage | Clicked on Ivory County property
2026-05-20 15:36:43 | INFO     | PropertyPage | Detected page navigation or child window opening
2026-05-20 15:36:43 | INFO     | PropertyPage | Property page body loaded successfully
2026-05-20 15:36:43 | INFO     | PropertyPage | Verifying property page opened
2026-05-20 15:36:43 | INFO     | PropertyPage | Property page opened successfully
2026-05-20 15:36:43 | INFO     | property | Fixed property child page opened successfully
2026-05-20 15:37:15 | INFO     | property | Verified text visible: Ivory County
2026-05-20 15:37:16 | INFO     | property | Verified locations: Sector 115, Noida
2026-05-20 15:37:16 | INFO     | PropertyPage | PropertyPage initialized
2026-05-20 15:37:16 | INFO     | PropertyPage | Opening Ivory County property page
2026-05-20 15:37:17 | INFO     | PropertyPage | Ivory County page loaded successfully
2026-05-20 15:37:17 | INFO     | PropertyPage | Checking disclaimer popup
2026-05-20 15:37:24 | INFO     | PropertyPage | Disclaimer popup was not shown
2026-05-20 15:37:24 | INFO     | PropertyPage | Trying to click Download Brochure button
2026-05-20 15:37:24 | INFO     | PropertyPage | Download Brochure button found
2026-05-20 15:37:24 | INFO     | PropertyPage | Scrolled to Download Brochure button
2026-05-20 15:37:24 | INFO     | PropertyPage | Clicked on Download Brochure button
2026-05-20 15:37:24 | INFO     | PropertyPage | Trying to fill brochure form
2026-05-20 15:37:26 | INFO     | PropertyPage | Name field located successfully
2026-05-20 15:37:26 | INFO     | PropertyPage | Scrolled to name input field
2026-05-20 15:37:26 | INFO     | PropertyPage | Clicked name input field
2026-05-20 15:37:26 | INFO     | PropertyPage | Cleared existing name field value
2026-05-20 15:37:26 | INFO     | PropertyPage | Entered name into brochure form: Satyam Gangwar
2026-05-20 15:37:26 | INFO     | PropertyPage | Verified entered name successfully
2026-05-20 15:37:36 | INFO     | property | Name entered successfully: Satyam Gangwar
2026-05-20 15:37:36 | INFO     | pytest | Closing browser after complete test session
