2026-05-19 09:44:17 | INFO     | pytest | Starting browser: edge
2026-05-19 09:44:29 | INFO     | e2e | Screenshot saved: C:\Capstone_99acres\newproject\screenshots\e2e_01_home_20260519_094429.png
2026-05-19 09:44:33 | INFO     | e2e | Screenshot saved: C:\Capstone_99acres\newproject\screenshots\e2e_02_login_popup_20260519_094433.png
2026-05-19 09:45:43 | INFO     | e2e | Screenshot saved: C:\Capstone_99acres\newproject\screenshots\e2e_03_login_done_20260519_094543.png
2026-05-19 09:45:50 | INFO     | e2e | Screenshot saved: C:\Capstone_99acres\newproject\screenshots\e2e_04_home_reset_20260519_094549.png
2026-05-19 09:45:50 | INFO     | e2e | Screenshot saved: C:\Capstone_99acres\newproject\screenshots\e2e_05_commercial_tab_20260519_094550.png
2026-05-19 09:45:56 | INFO     | e2e | Screenshot saved: C:\Capstone_99acres\newproject\screenshots\e2e_06_search_20260519_094554.png
2026-05-19 09:46:17 | ERROR    | pytest | Test failed. Screenshot saved: C:\Capstone_99acres\newproject\screenshots\tests_test_e2e_99acres.py_Test99AcresE2E_test_login_and_commercial_flow_20260519_094617.png
2026-05-19 09:46:54 | ERROR    | pytest | Test failed. Screenshot saved: C:\Capstone_99acres\newproject\screenshots\tests_test_login.py_TestLogin_test_login_dialog_opens_20260519_094653.png
2026-05-19 09:47:34 | ERROR    | pytest | Test failed. Screenshot saved: C:\Capstone_99acres\newproject\screenshots\tests_test_login.py_TestLogin_test_user_can_start_login_flow_20260519_094733.png
2026-05-19 09:49:43 | INFO     | pytest | Closing browser after complete test session
