2026-05-20 15:48:30 | INFO     | HomePage | Opening URL: https://www.99acres.com/
2026-05-20 15:48:30 | INFO     | HomePage | Opening URL: https://www.99acres.com/
2026-05-20 15:48:32 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 15:48:32 | INFO     | HomePage | Page opened successfully: https://www.99acres.com/
2026-05-20 15:48:32 | INFO     | HomePage | Checking cookie confirmation popup
2026-05-20 15:48:36 | INFO     | HomePage | Cookie confirmation was not shown
2026-05-20 15:48:36 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 15:48:38 | INFO     | commercial_test | Homepage loaded successfully
2026-05-20 15:48:38 | INFO     | HomePage | Opening Commercial tab
2026-05-20 15:48:38 | INFO     | HomePage | Trying Commercial tab locator: ('xpath', "//div[contains(text(),'Commercial')]")
2026-05-20 15:48:38 | INFO     | HomePage | Commercial tab found using locator: ('xpath', "//div[contains(text(),'Commercial')]")
2026-05-20 15:48:38 | INFO     | HomePage | Scrolled to Commercial tab
2026-05-20 15:48:38 | INFO     | HomePage | Commercial tab opened successfully
2026-05-20 15:48:40 | INFO     | commercial_test | Commercial tab opened
2026-05-20 15:48:40 | INFO     | CommercialPage | Selecting property type: Shop
2026-05-20 15:48:40 | INFO     | CommercialPage | Using property type xpath: //*[contains(text(),'Shop') or contains(text(),'Retail')]
2026-05-20 15:48:40 | INFO     | CommercialPage | Property type option found: Shop
2026-05-20 15:48:41 | INFO     | CommercialPage | Selected property type: Shop
2026-05-20 15:48:43 | INFO     | commercial_test | Selected property type: Shop
2026-05-20 15:48:43 | INFO     | CommercialPage | Searching commercial property for location: Noida
2026-05-20 15:48:43 | INFO     | CommercialPage | Commercial search input found
2026-05-20 15:48:43 | INFO     | CommercialPage | Cleared commercial search input
2026-05-20 15:48:43 | INFO     | CommercialPage | Entered location: Noida
2026-05-20 15:48:43 | INFO     | CommercialPage | Pressed Enter to trigger commercial search
2026-05-20 15:48:44 | INFO     | CommercialPage | Commercial search results page loaded
2026-05-20 15:48:47 | INFO     | commercial_test | Commercial property searched in Noida
2026-05-20 15:48:47 | INFO     | CommercialPage | Waiting for commercial results to load
2026-05-20 15:48:47 | INFO     | CommercialPage | Checking result locator: ('xpath', "//*[contains(@class,'srpTuple')]")
2026-05-20 15:48:56 | INFO     | CommercialPage | Checking result locator: ('xpath', "//*[contains(text(),'Verified properties')]")
2026-05-20 15:48:56 | INFO     | CommercialPage | Commercial results loaded using locator: ('xpath', "//*[contains(text(),'Verified properties')]")
2026-05-20 15:48:56 | INFO     | commercial_test | Shop search successful in Noida
