2026-05-20 16:44:46 | INFO     | CommercialPage | Opened commercial property page for Noida
2026-05-20 16:44:46 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\01_commercial_city_page_Noida_20260520_164446.png
2026-05-20 16:44:48 | INFO     | CommercialPage | Page content loaded for Noida
2026-05-20 16:44:50 | INFO     | CommercialPage | Scrolled down successfully
2026-05-20 16:44:50 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\02_contact_button_visible_Noida_20260520_164450.png
2026-05-20 16:44:51 | INFO     | CommercialPage | Contact button located successfully
2026-05-20 16:44:57 | INFO     | CommercialPage | View Number button clicked successfully
2026-05-20 16:45:03 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\03_view_number_clicked_Noida_20260520_164502.png
2026-05-20 16:45:03 | INFO     | CommercialPage | Login/OTP popup displayed successfully
2026-05-20 16:45:03 | INFO     | commercial_test | Screenshot captured: C:\Capstone_99acres\newproject\screenshots\04_login_popup_displayed_Noida_20260520_164503.png
